Hold .,Hold t,Hold i,Hold e,Hold Shift,Hold 5,Hold Shift,Hold Caps,Hold r,Hold o,Hold a,Hold n,Hold l,Hold Enter,DD ..t,DD t.i,DD i.e,DD e.Shift,DD Shift.5,DD 5.Shift,DD Shift.Caps,DD Caps.r,DD r.o,DD o.a,DD a.n,DD n.l,DD l.Enter,UD ..t,UD t.i,UD i.e,UD e.Shift,UD Shift.5,UD 5.Shift,UD Shift.Caps,UD Caps.r,UD r.o,UD o.a,UD a.n,UD n.l,UD l.Enter,Pressure .,Pressure t,Pressure i,Pressure e,Pressure Shift,Pressure 5,Pressure Shift,Pressure Caps,Pressure r,Pressure o,Pressure a,Pressure n,Pressure l,Pressure Enter,Size .,Size t,Size i,Size e,Size Shift,Size 5,Size Shift,Size Caps,Size r,Size o,Size a,Size n,Size l,Size Enter,AvH,AvP,AvA,Subject
145,92,148,93,89,99,114,114,91,171,89,147,118,88,529,379,341,336,668,289,536,532,693,354,336,286,486,384,287,193,243,579,190,422,418,602,183,247,139,368,0.096000001,0.748800039,0.201600015,0.768000007,0.168000013,0.273600012,0.302400023,0.441600025,0.124800004,0.235200018,0.609600008,0.100800008,0.158400014,0.720000029,0.225806445,0.354838699,0.322580636,0.483870953,0.354838699,0.225806445,0.548387051,0.258064508,0.354838699,0.45161289,0.354838699,0.193548381,0.290322572,0.483870953,114.1428571,0.35348573,0.350230402,1
119,88,146,83,98,115,107,83,109,138,108,135,121,97,644,308,295,302,1252,321,654,346,415,276,358,282,498,525,220,149,219,1154,206,547,263,306,138,250,147,377,0.115200005,0.177600011,0.220800012,0.825600028,0.148800001,0.091200002,0.302400023,0.417600006,0.100800008,0.177600011,0.13440001,0.110400006,0.158400014,0.18720001,0.225806445,0.322580636,0.387096763,0.45161289,0.354838699,0.225806445,0.45161289,0.258064508,0.193548381,0.322580636,0.322580636,0.354838699,0.322580636,0.387096763,110.5,0.226285725,0.32718893,1
145,118,142,83,105,93,131,105,109,164,108,146,110,73,706,424,305,303,1630,311,499,304,494,326,329,294,539,561,306,163,220,1525,218,368,199,385,162,221,148,429,0.600000024,0.614400029,0.691200018,0.705600023,0.153600007,0.398400009,0.302400023,0.115200005,0.100800008,0.302400023,0.609600008,0.110400006,0.153600007,0.244800016,0.354838699,0.322580636,0.516129017,0.419354826,0.290322572,0.290322572,0.45161289,0.290322572,0.225806445,0.483870953,0.290322572,0.290322572,0.354838699,0.483870953,116.5714286,0.364457158,0.361751141,1
94,99,100,105,87,91,97,117,85,79,83,73,109,103,535,327,350,375,705,209,500,504,1109,342,266,284,1302,441,228,250,270,618,118,403,387,1024,263,183,211,1193,0.096000001,0.096000001,0.283200026,0.13440001,0.292800009,0.259200007,0.158400014,0.091200002,0.100800008,0.302400023,0.100800008,0.263999999,0.081600003,0.216000006,0.387096763,0.258064508,0.258064508,0.419354826,0.290322572,0.258064508,0.354838699,0.290322572,0.258064508,0.483870953,0.290322572,0.322580636,0.290322572,0.45161289,94.42857143,0.176914294,0.329493078,2
77,82,82,90,80,67,90,98,108,89,120,73,91,90,2107,273,320,1097,574,220,777,575,1060,236,494,254,614,2030,191,238,1007,494,153,687,477,952,147,374,181,523,0.091200002,0.105600007,0.124800004,0.081600003,0.105600007,0.072000004,0.129600003,0.091200002,0.086400002,0.086400002,0.110400006,0.388800025,0.067200005,0.542400002,0.322580636,0.258064508,0.322580636,0.258064508,0.258064508,0.193548381,0.322580636,0.193548381,0.225806445,0.290322572,0.290322572,0.354838699,0.258064508,0.612903237,88.35714286,0.148800005,0.297235016,2
110,92,89,93,66,90,88,18,91,81,117,94,88,109,520,314,296,755,965,506,571,615,836,249,385,245,715,410,222,207,662,899,416,483,597,745,168,268,151,627,0.072000004,0.201600015,0.211200014,0.302400023,0.307200015,0.048,0.158400014,0.081600003,0.043200001,0.494400024,0.465600014,0.283200026,0.244800016,0.595200002,0.225806445,0.45161289,0.45161289,0.516129017,0.354838699,0.193548381,0.419354826,0.258064508,0.193548381,0.354838699,0.387096763,0.290322572,0.258064508,0.45161289,87.57142857,0.250628584,0.343317962,2
61,83,85,84,103,79,71,79,85,98,127,101,63,71,505,253,233,362,564,146,356,494,796,248,187,328,1432,444,170,148,278,461,67,285,415,711,150,60,227,1369,0.067200005,0.129600003,0.302400023,0.158400014,0.288000017,0.316800028,0.297600001,0.086400002,0.302400023,0.153600007,0.552000046,0.364800006,0.441600025,0.158400014,0.258064508,0.225806445,0.45161289,0.45161289,0.322580636,0.258064508,0.387096763,0.225806445,0.322580636,0.322580636,0.45161289,0.258064508,0.354838699,0.387096763,85,0.258514301,0.334101373,2
87,101,103,99,113,64,89,70,97,107,107,106,105,106,466,281,275,318,647,133,337,423,663,193,244,331,499,379,180,172,219,534,69,248,353,566,86,137,225,394,0.091200002,0.422400028,0.705600023,0.744000018,0.288000017,0.278400004,0.13440001,0.100800008,0.086400002,0.206400007,0.686400056,0.379200011,0.168000013,0.177600011,0.290322572,0.387096763,0.548387051,0.516129017,0.322580636,0.258064508,0.354838699,0.290322572,0.322580636,0.354838699,0.45161289,0.45161289,0.161290318,0.387096763,96.71428571,0.319200015,0.364055287,2
122,101,128,85,97,84,103,89,84,81,93,74,93,99,482,235,275,459,617,172,400,539,644,187,307,255,576,360,134,147,374,520,88,297,450,560,106,214,181,483,0.076800004,0.307200015,0.230400011,0.340800017,0.297600001,0.292800009,0.681600034,0.110400006,0.105600007,0.302400023,0.513600051,0.091200002,0.26880002,0.432000011,0.193548381,0.322580636,0.45161289,0.387096763,0.387096763,0.225806445,0.516129017,0.258064508,0.258064508,0.483870953,0.419354826,0.322580636,0.419354826,0.387096763,95.21428571,0.289371444,0.359446994,2
99,88,104,92,70,67,98,101,86,94,103,86,81,60,942,275,240,880,494,133,365,534,511,197,274,341,841,843,187,136,788,424,66,267,433,425,103,171,255,760,0.091200002,0.13440001,0.302400023,0.720000029,0.129600003,0.076800004,0.235200018,0.336000025,0.283200026,0.532800019,0.518400013,0.336000025,0.427200019,0.124800004,0.322580636,0.322580636,0.709677398,0.516129017,0.290322572,0.193548381,0.419354826,0.290322572,0.290322572,0.516129017,0.354838699,0.322580636,0.354838699,0.322580636,87.78571429,0.303428587,0.373271878,2
126,101,104,73,100,95,116,70,86,92,110,55,65,52,590,520,175,319,532,165,414,588,501,167,364,235,701,464,419,71,246,432,70,298,518,415,75,254,180,636,0.100800008,0.182400003,0.556800008,0.211200014,0.13440001,0.081600003,0.360000014,0.18720001,0.091200002,0.192000002,0.302400023,0.292800009,0.091200002,0.139200002,0.322580636,0.45161289,0.612903237,0.419354826,0.354838699,0.290322572,0.45161289,0.419354826,0.258064508,0.387096763,0.483870953,0.258064508,0.290322572,0.354838699,88.92857143,0.208800008,0.38248847,2
85,106,96,92,94,92,69,89,76,101,101,56,71,71,448,273,262,513,915,639,403,546,512,222,304,302,637,363,167,166,421,821,547,334,457,436,121,203,246,566,0.048,0.465600014,0.302400023,0.657600045,0.40320003,0.076800004,0.715200007,0.067200005,0.50880003,0.148800001,0.139200002,0.288000017,0.086400002,0.302400023,0.225806445,0.387096763,0.645161271,0.419354826,0.387096763,0.258064508,0.516129017,0.161290318,0.548387051,0.354838699,0.322580636,0.258064508,0.322580636,0.548387051,85.64285714,0.300685729,0.382488464,2
92,83,109,75,90,103,125,106,108,85,89,110,107,100,486,285,254,840,670,161,414,443,490,223,203,237,814,394,202,145,765,580,58,289,337,382,138,114,127,707,0.072000004,0.100800008,0.148800001,0.196800008,0.110400006,0.096000001,0.796800017,0.139200002,0.096000001,0.225600004,0.729600012,0.096000001,0.513600051,0.302400023,0.290322572,0.258064508,0.387096763,0.419354826,0.290322572,0.258064508,0.45161289,0.290322572,0.258064508,0.483870953,0.580645144,0.322580636,0.419354826,0.516129017,98.71428571,0.258857153,0.373271878,2
110,91,84,101,112,74,88,80,103,85,47,107,82,81,452,242,314,312,546,216,577,514,466,191,175,316,685,342,151,230,211,434,142,489,434,363,106,128,209,603,0.144000009,0.24000001,0.254400015,0.475200027,0.168000013,0.096000001,0.211200014,0.086400002,0.26880002,0.302400023,0.086400002,0.048,0.230400011,0.681600034,0.419354826,0.354838699,0.548387051,0.483870953,0.387096763,0.290322572,0.45161289,0.258064508,0.258064508,0.612903237,0.225806445,0.225806445,0.258064508,0.387096763,88.92857143,0.235200013,0.368663583,2
122,83,75,73,46,112,114,106,94,83,90,98,60,60,546,324,288,445,799,169,437,1244,423,239,726,677,742,424,241,213,372,753,57,323,1138,329,156,636,579,682,0.105600007,0.124800004,0.624000013,0.144000009,0.172800004,0.038400002,0.638400018,0.129600003,0.379200011,0.384000003,0.091200002,0.259200007,0.091200002,0.144000009,0.290322572,0.322580636,0.45161289,0.419354826,0.419354826,0.258064508,0.322580636,0.225806445,0.322580636,0.354838699,0.290322572,0.290322572,0.354838699,0.322580636,86.85714286,0.237600007,0.331797225,2
89,97,112,108,95,98,100,71,101,109,115,93,103,74,397,170,271,298,721,179,390,470,406,178,167,239,699,308,73,159,190,626,81,290,399,305,69,52,146,596,0.052800003,0.072000004,0.302400023,0.600000024,0.086400002,0.100800008,0.676800013,0.120000005,0.283200026,0.192000002,0.302400023,0.422400028,0.460800022,0.201600015,0.258064508,0.225806445,0.516129017,0.419354826,0.290322572,0.225806445,0.483870953,0.258064508,0.483870953,0.483870953,1,0.612903237,0.387096763,0.45161289,97.5,0.276685728,0.435483862,2
54,84,88,83,87,93,87,90,90,101,100,75,71,62,425,266,204,310,539,183,398,545,490,238,303,270,716,371,182,116,227,452,90,311,455,400,137,203,195,645,0.624000013,0.067200005,0.302400023,0.45600003,0.120000005,0.283200026,0.604800045,0.220800012,0.110400006,0.263999999,0.499200016,0.091200002,0.086400002,0.168000013,0.580645144,0.290322572,0.548387051,0.516129017,0.354838699,0.290322572,0.516129017,0.290322572,0.290322572,0.516129017,0.419354826,0.258064508,0.258064508,0.419354826,83.21428571,0.278400014,0.39631335,2
100,93,65,83,68,74,112,44,117,96,98,92,75,60,434,233,223,326,731,129,504,444,1792,208,138,248,771,334,140,158,243,663,55,392,400,1675,112,40,156,696,0.067200005,0.110400006,0.705600023,0.196800008,0.124800004,0.062400002,0.153600007,0.110400006,0.067200005,0.144000009,0.24000001,0.273600012,0.26880002,0.124800004,0.258064508,0.322580636,0.548387051,0.419354826,0.322580636,0.225806445,0.387096763,0.258064508,0.258064508,0.387096763,0.45161289,0.290322572,0.290322572,0.290322572,84.07142857,0.189257152,0.336405518,2
84,74,108,84,77,104,62,78,92,93,106,92,54,79,526,286,333,400,934,202,359,512,518,205,157,626,942,442,212,225,316,857,98,297,434,426,112,51,534,888,0.120000005,0.105600007,0.182400003,0.412800014,0.249600008,0.086400002,0.652800024,0.081600003,0.105600007,0.225600004,0.110400006,0.297600001,0.18720001,0.148800001,0.354838699,0.225806445,0.387096763,0.354838699,0.322580636,0.258064508,0.483870953,0.258064508,0.258064508,0.419354826,0.322580636,0.225806445,0.225806445,0.387096763,84.78571429,0.211885721,0.320276488,2
57,76,82,101,87,92,115,72,112,105,100,71,82,79,505,173,246,377,506,161,358,434,389,203,130,203,590,448,97,164,276,419,69,243,362,277,98,30,132,508,0.062400002,0.062400002,0.120000005,0.182400003,0.499200016,0.091200002,0.470400035,0.307200015,0.100800008,0.254400015,0.13440001,0.076800004,0.211200014,0.652800024,0.290322572,0.258064508,0.290322572,0.419354826,0.354838699,0.225806445,0.322580636,0.290322572,0.258064508,0.45161289,0.290322572,0.258064508,0.419354826,0.45161289,87.92857143,0.230400011,0.32718893,2
112,56,90,73,105,83,80,79,101,93,99,100,72,43,435,201,202,380,537,159,289,468,690,154,140,237,692,323,145,112,307,432,76,209,389,589,61,41,137,620,0.120000005,0.460800022,0.096000001,0.633600056,0.139200002,0.139200002,0.547200024,0.278400004,0.105600007,0.172800004,0.196800008,0.139200002,0.201600015,0.100800008,0.290322572,0.322580636,0.354838699,0.45161289,0.354838699,0.290322572,0.483870953,0.290322572,0.258064508,0.322580636,0.483870953,0.322580636,0.387096763,0.354838699,84.71428571,0.237942869,0.354838699,2
129,109,83,91,104,62,95,72,95,83,102,66,83,43,512,203,287,345,543,170,2450,485,565,157,190,202,565,383,94,204,254,439,108,2355,413,470,74,88,136,482,0.081600003,0.172800004,0.652800024,0.369600028,0.091200002,0.105600007,0.163200006,0.072000004,0.244800016,0.302400023,0.398400009,0.388800025,0.096000001,0.062400002,0.290322572,0.322580636,0.419354826,0.322580636,0.290322572,0.258064508,0.419354826,0.258064508,0.258064508,0.548387051,0.322580636,0.354838699,0.290322572,0.258064508,86.92857143,0.228685725,0.329493076,2
134,87,101,83,88,93,71,76,105,89,101,99,55,71,436,217,244,293,523,518,709,427,544,140,185,244,515,302,130,143,210,435,425,638,351,439,51,84,145,460,0.158400014,0.412800014,0.302400023,0.278400004,0.153600007,0.096000001,0.360000014,0.086400002,0.096000001,0.628800035,0.24000001,0.345600009,0.297600001,0.105600007,0.354838699,0.290322572,0.548387051,0.548387051,0.354838699,0.225806445,0.387096763,0.290322572,0.290322572,0.419354826,0.483870953,0.322580636,0.258064508,0.290322572,89.5,0.25440001,0.361751137,2
100,23,85,101,80,68,115,132,107,99,82,83,80,85,387,241,182,812,476,145,411,496,482,153,153,207,503,287,218,97,711,396,77,296,364,375,54,71,124,423,0.067200005,0.072000004,0.062400002,0.120000005,0.283200026,0.225600004,0.196800008,0.345600009,0.115200005,0.408000022,0.259200007,0.24000001,0.235200018,0.105600007,0.290322572,0.258064508,0.322580636,0.290322572,0.258064508,0.290322572,0.419354826,0.354838699,0.290322572,0.290322572,0.322580636,0.225806445,0.290322572,0.45161289,88.57142857,0.195428581,0.311059899,2
106,76,73,73,96,92,65,88,107,93,91,110,98,88,361,215,218,388,596,169,415,493,387,153,152,229,371,255,139,145,315,500,77,350,405,280,60,61,119,273,0.091200002,0.259200007,0.417600006,0.120000005,0.091200002,0.086400002,0.748800039,0.076800004,0.086400002,0.124800004,0.331200004,0.288000017,0.326400012,0.096000001,0.258064508,0.322580636,0.387096763,0.290322572,0.193548381,0.193548381,0.419354826,0.258064508,0.290322572,0.354838699,0.354838699,0.258064508,0.322580636,0.258064508,89.71428571,0.224571436,0.297235014,2
51,83,102,81,79,86,135,118,94,65,99,63,73,89,401,236,254,326,555,164,374,562,405,155,151,209,330,350,153,152,245,476,78,239,444,311,90,52,146,257,0.13440001,0.062400002,0.192000002,0.53760004,0.278400004,0.062400002,0.158400014,0.096000001,0.081600003,0.144000009,0.086400002,0.062400002,0.086400002,0.542400002,0.354838699,0.225806445,0.419354826,0.387096763,0.354838699,0.225806445,0.354838699,0.290322572,0.258064508,0.290322572,0.290322572,0.225806445,0.193548381,0.516129017,87,0.180342864,0.313364046,2
109,66,110,86,71,75,88,79,85,73,106,88,83,116,463,183,219,326,534,209,1634,506,550,115,181,212,391,354,117,109,240,463,134,1546,427,465,42,75,124,308,0.086400002,0.326400012,0.412800014,0.50880003,0.259200007,0.072000004,0.244800016,0.076800004,0.235200018,0.177600011,0.115200005,0.144000009,0.081600003,0.081600003,0.258064508,0.322580636,0.516129017,0.322580636,0.258064508,0.258064508,0.516129017,0.193548381,0.258064508,0.387096763,0.354838699,0.322580636,0.193548381,0.322580636,88.21428571,0.20160001,0.320276488,2
110,76,127,91,107,77,77,71,83,93,90,83,57,88,369,182,319,378,533,162,324,567,385,154,186,242,253,259,106,192,287,426,85,247,496,302,61,96,159,196,0.091200002,0.364800006,0.278400004,0.753600061,0.148800001,0.340800017,0.148800001,0.086400002,0.096000001,0.475200027,0.105600007,0.105600007,0.244800016,0.336000025,0.225806445,0.354838699,0.516129017,0.580645144,0.387096763,0.290322572,0.322580636,0.258064508,0.258064508,0.354838699,0.290322572,0.290322572,0.322580636,0.322580636,87.85714286,0.255428584,0.341013815,2
101,98,95,107,105,64,88,70,64,106,93,112,81,107,1329,232,231,277,570,219,508,585,870,169,133,231,391,1228,134,136,170,465,155,420,515,806,63,40,119,310,0.096000001,0.100800008,0.182400003,0.273600012,0.820800066,0.32160002,0.096000001,0.057600003,0.081600003,0.096000001,0.436800033,0.225600004,0.110400006,0.139200002,0.354838699,0.290322572,0.387096763,0.677419305,0.870967746,0.258064508,0.322580636,0.161290318,0.258064508,0.322580636,0.419354826,0.225806445,0.258064508,0.387096763,92.21428571,0.217028583,0.370967731,2
87,109,78,83,86,64,110,89,143,93,123,101,55,71,384,218,210,278,499,180,342,587,415,142,144,237,331,297,109,132,195,413,116,232,498,272,49,21,136,276,0.283200026,0.124800004,0.331200004,0.302400023,0.336000025,0.288000017,0.182400003,0.100800008,0.278400004,0.811200023,0.139200002,0.360000014,0.302400023,0.139200002,0.419354826,0.290322572,0.419354826,0.774193525,0.322580636,0.225806445,0.419354826,0.354838699,0.290322572,0.483870953,0.354838699,0.258064508,0.258064508,0.354838699,92.28571429,0.284228584,0.373271878,2
101,83,21,80,111,71,96,86,92,84,63,89,54,80,457,280,170,328,568,1066,494,537,571,145,115,222,391,356,197,149,248,457,995,398,451,479,61,52,133,337,0.110400006,0.316800028,0.124800004,0.057600003,0.230400011,0.369600028,0.148800001,0.086400002,0.076800004,0.177600011,0.336000025,0.100800008,0.144000009,0.153600007,0.290322572,0.354838699,0.387096763,0.290322572,0.290322572,0.290322572,0.322580636,0.258064508,0.193548381,0.387096763,0.322580636,0.322580636,0.322580636,0.258064508,79.35714286,0.173828582,0.306451604,2
109,78,85,67,96,102,104,85,87,107,90,97,55,110,446,208,223,253,520,248,378,445,405,138,166,244,351,337,130,138,186,424,146,274,360,318,31,76,147,296,0.096000001,0.081600003,0.302400023,0.206400007,0.192000002,0.331200004,0.302400023,0.096000001,0.091200002,0.172800004,0.096000001,0.24000001,0.302400023,0.398400009,0.387096763,0.258064508,0.709677398,0.483870953,0.419354826,0.290322572,0.645161271,0.258064508,0.193548381,0.419354826,0.290322572,0.258064508,0.322580636,0.290322572,90.85714286,0.207771436,0.373271878,2
119,71,96,90,94,71,114,107,100,84,94,65,91,91,899,139,166,856,525,127,407,540,614,132,168,229,421,780,68,70,766,431,56,293,433,514,48,74,164,330,0.076800004,0.312000006,0.158400014,0.148800001,0.350400031,0.206400007,0.45600003,0.110400006,0.278400004,0.398400009,0.110400006,0.115200005,0.086400002,0.129600003,0.193548381,0.354838699,0.387096763,0.290322572,0.258064508,0.225806445,0.483870953,0.322580636,0.258064508,0.322580636,0.290322572,0.258064508,0.225806445,0.387096763,91.92857143,0.209828581,0.304147456,2
107,78,84,91,84,67,122,81,94,89,98,101,71,80,458,246,225,354,547,123,369,481,479,185,162,253,394,351,168,141,263,463,56,247,400,385,96,64,152,323,0.139200002,0.316800028,0.302400023,0.302400023,0.172800004,0.081600003,0.196800008,0.100800008,0.096000001,0.691200018,0.225600004,0.086400002,0.096000001,0.129600003,0.322580636,0.322580636,0.580645144,0.580645144,0.419354826,0.258064508,0.483870953,0.225806445,0.258064508,0.45161289,0.419354826,0.258064508,0.225806445,0.322580636,89.07142857,0.209828581,0.366359436,2
111,89,100,92,78,116,103,88,92,81,69,82,64,69,426,407,234,408,851,335,380,467,372,144,130,218,417,315,318,134,316,773,219,277,379,280,63,61,136,353,0.115200005,0.105600007,0.100800008,0.13440001,0.302400023,0.091200002,0.148800001,0.124800004,0.129600003,0.139200002,0.254400015,0.086400002,0.115200005,0.076800004,0.290322572,0.290322572,0.290322572,0.290322572,0.290322572,0.258064508,0.322580636,0.258064508,0.322580636,0.322580636,0.258064508,0.193548381,0.290322572,0.258064508,88.14285714,0.137485721,0.281105982,2
101,108,93,74,61,87,88,104,86,99,91,98,90,81,396,236,261,467,554,199,591,572,419,161,110,221,555,295,128,168,393,493,112,503,468,333,62,19,123,465,0.153600007,0.355200022,0.460800022,0.518400013,0.110400006,0.105600007,0.225600004,0.105600007,0.096000001,0.220800012,0.571200013,0.254400015,0.312000006,0.158400014,0.387096763,0.290322572,0.45161289,0.419354826,0.419354826,0.322580636,0.419354826,0.322580636,0.258064508,0.387096763,0.387096763,0.290322572,0.193548381,0.322580636,90.07142857,0.260571439,0.347926257,2
102,93,94,75,87,68,104,99,86,75,84,113,56,85,403,218,245,380,798,151,348,518,344,138,126,240,335,301,125,151,305,711,83,244,419,258,63,42,127,279,0.091200002,0.388800025,0.302400023,0.763200045,0.100800008,0.086400002,0.148800001,0.076800004,0.263999999,0.263999999,0.350400031,0.225600004,0.273600012,0.144000009,0.258064508,0.322580636,0.580645144,0.548387051,0.354838699,0.225806445,0.45161289,0.161290318,0.225806445,0.290322572,0.354838699,0.258064508,0.258064508,0.354838699,87.21428571,0.24857144,0.331797223,2
